"No.","Ticker","Market Cap","Dividend Yield","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date","Price","Change","Volume"
3062,"HCDI",29.46,,,,1.70%,,,,,8.80%,,,,5.16,0.19%,96194
3063,"HCFT",58.18,12.66%,1.00%,6.10%,4.20%,,,0.35,4.72,44.20%,17.50%,18.60%,8/7/2020 4:30:00 PM,2.71,14.35%,112115
3064,"HCHC",120.49,,-1.60%,-40.30%,4.30%,,,1.98,1.98,27.90%,-3.00%,-6.10%,7/30/2020 4:30:00 PM,2.50,1.63%,157885
3065,"HCI",418.96,3.07%,2.40%,11.20%,11.00%,,,0.87,1.00,,15.70%,7.90%,8/6/2020 4:30:00 PM,51.58,-1.02%,24344
3066,"HCKT",367.69,3.10%,5.60%,7.80%,17.10%,1.80,1.80,0.00,0.00,31.30%,5.90%,4.10%,8/4/2020 4:30:00 PM,12.83,4.82%,226666
3067,"HCM",4829.20,,,,,,,,,,,,,34.01,0.09%,203420
3068,"HCSG",1569.71,3.80%,11.00%,17.90%,12.20%,3.10,2.90,0.00,0.00,13.50%,5.70%,4.50%,7/21/2020 4:30:00 PM,22.17,4.13%,799959
3069,"HD",299178.37,2.13%,21.00%,-583.90%,43.60%,1.30,0.70,,,34.10%,14.00%,9.90%,8/18/2020 8:30:00 AM,279.99,-0.58%,2505206
3070,"HDAW",,4.46%,,,,,,,,,,,,22.12,-0.36%,6089
3071,"HDB",92205.05,,,,,,,,,,,,,50.24,-0.44%,697974
3072,"HDEF",,3.47%,,,,,,,,,,,,21.24,-0.33%,58107
3073,"HDG",,0.56%,,,,,,,,,,,,46.33,0.01%,2169
3074,"HDGE",,0.23%,,,,,,,,,,,,4.31,1.06%,571303
3075,"HDIV",,,,,,,,,,,,,,24.24,-1.80%,94
3076,"HDLB",,,,,,,,,,,,,,10.24,-1.06%,25000
3077,"HDMV",,2.97%,,,,,,,,,,,,29.47,0.59%,17048
3078,"HDS",6506.31,,9.50%,32.70%,16.50%,2.10,1.10,1.44,1.45,39.20%,12.00%,7.50%,9/9/2020 8:30:00 AM,41.00,-0.17%,1505399
3079,"HDSN",50.74,,-4.50%,-18.40%,-11.40%,1.50,0.70,1.80,2.29,21.60%,-0.30%,-5.50%,8/5/2020 4:30:00 PM,1.23,1.65%,79157
3080,"HDV",,4.16%,,,,,,,,,,,,83.40,-0.26%,264131
3081,"HE",3678.84,3.96%,1.50%,9.30%,6.30%,,,0.96,1.02,12.20%,11.80%,7.60%,8/6/2020 4:30:00 PM,33.26,-0.27%,262971
3082,"HEAR",261.55,,17.60%,37.40%,21.70%,1.70,1.00,0.00,0.00,34.50%,6.90%,8.30%,8/6/2020 8:30:00 AM,17.58,0.29%,377316
3083,"HEBT",237.50,,4.20%,6.50%,2.70%,1.50,1.50,0.00,0.04,38.20%,9.10%,13.00%,,13.49,1.28%,28175
3084,"HECCU",,,,,,,,,,,,,,10.44,0.57%,29993
3085,"HEDJ",,2.34%,,,,,,,,,,,,64.15,0.14%,330381
3086,"HEEM",,3.16%,,,,,,,,,,,,27.34,-0.56%,89965
3087,"HEES",777.62,5.05%,1.20%,7.90%,10.30%,,,3.87,3.87,36.20%,7.30%,1.80%,8/4/2020 8:30:00 AM,21.51,-1.19%,404882
3088,"HEFA",,3.41%,,,,,,,,,,,,28.11,-0.18%,234297
3089,"HEI",13266.47,0.14%,10.50%,18.70%,17.00%,5.00,2.90,0.38,0.39,38.40%,21.50%,17.70%,8/25/2020 4:30:00 PM,112.21,0.47%,393533
3090,"HEI-A",7469.72,0.17%,,,,,,,,,,,,93.78,1.38%,211799
3091,"HELE",5095.67,,9.20%,14.80%,11.10%,2.10,1.30,0.26,0.27,43.40%,10.70%,9.80%,7/9/2020 8:30:00 AM,196.42,-1.71%,202588
3092,"HELX",,,,,,,,,,,,,,33.67,-1.76%,1451
3093,"HEP",1427.90,10.45%,10.50%,61.00%,15.60%,1.60,1.60,4.09,4.10,69.90%,57.10%,45.00%,8/5/2020 8:30:00 AM,13.21,-1.42%,138250
3094,"HEPA",30.94,,-58.00%,-82.30%,,7.00,7.00,0.01,0.00,,,,,3.60,5.88%,1006280
3095,"HEQ",132.51,10.70%,,,,,,,,,,,,10.76,-0.74%,59198
3096,"HERD",,2.11%,,,,,,,,,,,,24.45,-0.84%,625
3097,"HERO",,,,,,,,,,,,,,27.07,-0.15%,161729
3098,"HES",13660.45,2.26%,-15.20%,-40.80%,0.80%,2.00,1.80,1.32,1.32,73.50%,-43.80%,-58.50%,7/29/2020 8:30:00 AM,44.24,0.09%,2680651
3099,"HESM",4878.62,10.22%,2.20%,16.50%,20.00%,0.50,0.50,13.33,13.33,,44.40%,7.90%,7/29/2020 8:30:00 AM,16.97,-0.93%,55066
3100,"HEWC",,2.02%,,,,,,,,,,,,25.14,-0.53%,1886
3101,"HEWG",,2.66%,,,,,,,,,,,,28.67,0.20%,167985
3102,"HEWJ",,2.97%,,,,,,,,,,,,31.92,-0.19%,79034
3103,"HEWU",,5.09%,,,,,,,,,,,,19.32,-0.69%,2331
3104,"HEWW",,4.39%,,,,,,,,,,,,13.29,-1.14%,50
3105,"HEXO",360.54,,,,,,,,,,,,6/11/2020 8:30:00 AM,0.75,0.33%,4030197
3106,"HEZU",,3.02%,,,,,,,,,,,,28.80,-0.10%,554762
3107,"HFBL",41.30,2.84%,0.90%,8.40%,26.70%,,,0.00,0.00,,68.00%,20.60%,,23.75,2.37%,1326
3108,"HFC",3578.88,6.22%,-1.40%,-2.80%,11.60%,2.10,1.20,0.46,0.00,18.70%,-0.50%,-1.10%,8/6/2020 8:30:00 AM,22.26,-1.15%,1897337
3109,"HFFG",380.18,,-71.70%,-118.50%,0.90%,1.20,0.40,0.37,0.56,16.90%,-65.20%,-65.80%,,7.19,1.84%,98380
3110,"HFRO",625.89,10.55%,,,,,,,,,,,,8.71,-0.11%,462676
3111,"HFWA",719.43,4.05%,0.70%,5.10%,21.90%,,,0.03,0.03,,90.60%,19.00%,7/23/2020 8:30:00 AM,19.62,-0.76%,156471
3112,"HFXI",,2.44%,,,,,,,,,,,,20.50,0.05%,12910
3113,"HGBL",75.20,,17.30%,31.60%,32.50%,0.90,0.80,0.00,0.01,79.60%,8.40%,17.20%,,2.52,0.00%,17944
3114,"HGLB",148.51,15.30%,,,,,,,,,,,,6.58,-0.30%,50364
3115,"HGSH",21.74,,-0.20%,-0.50%,1.50%,0.10,0.10,0.11,0.69,34.50%,4.90%,-3.30%,,0.96,-0.80%,5322
3116,"HGV",1936.22,,2.40%,15.30%,12.00%,,,4.19,4.19,20.50%,9.80%,5.80%,7/30/2020 8:30:00 AM,21.96,-0.18%,462570
3117,"HHC",3413.93,,-1.50%,-3.90%,1.70%,,,1.24,1.24,38.20%,-8.20%,-15.40%,8/4/2020 4:30:00 PM,61.20,-1.24%,228025
3118,"HHR",1142.27,4.30%,12.00%,60.70%,24.60%,0.30,0.30,0.66,2.20,77.50%,34.80%,20.40%,8/27/2020 8:30:00 AM,23.09,-0.69%,737452
3119,"HHT",19.94,,,,,,,,,,,,,0.51,-4.70%,4932171
3120,"HI",2164.04,2.97%,,,11.70%,1.60,1.10,1.62,1.65,32.10%,,,8/6/2020 8:30:00 AM,28.06,-2.03%,253076
3121,"HIBB",646.78,,4.40%,10.10%,8.20%,1.70,1.00,0.01,0.01,33.20%,3.40%,2.60%,8/28/2020 8:30:00 AM,39.51,-0.43%,585444
3122,"HIBL",,,,,,,,,,,,,,119.08,-1.54%,36769
3123,"HIBS",,,,,,,,,,,,,,4.84,1.47%,844819
3124,"HIE",120.18,7.47%,,,,,,,,,,,,6.35,-1.24%,69882
3125,"HIFS",415.80,0.91%,1.50%,16.20%,24.50%,,,0.00,0.00,,60.30%,36.00%,,190.23,0.65%,1182
3126,"HIG",13753.67,3.41%,2.60%,11.40%,11.30%,,,0.26,0.26,,12.10%,8.70%,7/30/2020 4:30:00 PM,37.65,-1.28%,2929993
3127,"HIHO",11.11,13.94%,3.30%,5.30%,4.90%,2.90,2.50,0.00,0.00,33.40%,6.20%,4.80%,,2.83,-1.39%,13821
3128,"HII",5601.01,2.78%,7.00%,31.90%,20.90%,1.30,1.20,1.36,0.00,17.20%,7.50%,5.90%,8/6/2020 8:30:00 AM,150.54,1.76%,277876
3129,"HIL",77.38,,2.20%,5.80%,12.80%,2.00,2.00,0.50,0.52,33.20%,3.40%,1.70%,8/5/2020 4:30:00 PM,1.38,-0.72%,58120
3130,"HIMX",662.15,,-0.20%,-0.30%,-2.90%,1.60,1.20,0.00,0.51,21.00%,-0.40%,-0.20%,8/6/2020 8:30:00 AM,3.70,-2.37%,528349
3131,"HIO",640.21,7.74%,,,,,,,,,,,,5.05,0.10%,359896
3132,"HIPS",,10.79%,,,,,,,,,,,,12.16,-0.58%,7959
3133,"HIW",3860.32,5.23%,6.10%,14.00%,3.90%,,,1.02,1.02,67.60%,28.40%,41.10%,7/28/2020 4:30:00 PM,36.60,-0.35%,1218657
3134,"HIX",568.61,8.74%,,,,,,,,,,,,6.75,0.00%,246747
3135,"HJLI",11.80,,-175.70%,-622.50%,,0.60,0.60,0.00,0.75,,,,,0.42,-0.90%,1581973
3136,"HKIB",1694.78,,11.90%,18.50%,4.70%,7.60,7.60,0.01,0.00,99.70%,71.10%,,,6.80,-1.45%,7471
3137,"HL",3151.66,0.17%,-2.20%,-3.60%,-1.50%,1.90,1.10,0.32,0.32,12.40%,-0.40%,-8.60%,8/6/2020 8:30:00 AM,5.77,-0.17%,6334369
3138,"HLAL",,,,,,,,,,,,,,29.70,-1.52%,8475
3139,"HLF",7422.17,,10.40%,-79.10%,30.30%,2.20,1.80,,,80.50%,10.60%,5.90%,8/6/2020 4:30:00 PM,49.37,-0.52%,639688
3140,"HLG",1234.20,,15.30%,23.90%,17.60%,1.60,1.60,0.01,0.01,32.40%,30.00%,23.70%,,47.89,-0.08%,2248
3141,"HLI",4147.59,2.24%,11.80%,18.60%,17.70%,,,0.00,0.00,,20.00%,16.70%,7/28/2020 4:30:00 PM,58.87,-0.20%,229273
3142,"HLIO",1252.83,0.92%,2.20%,4.00%,8.60%,2.60,1.60,0.49,0.51,38.20%,8.70%,4.30%,8/3/2020 4:30:00 PM,38.82,-0.69%,56191
3143,"HLIT",545.34,,-3.50%,-8.40%,2.00%,1.40,1.20,0.61,0.67,54.50%,-1.30%,-5.20%,8/3/2020 4:30:00 PM,5.54,-2.46%,351356
3144,"HLNE",3375.77,1.96%,11.00%,35.00%,44.70%,,,0.45,0.45,,42.30%,18.90%,8/4/2020 8:30:00 AM,64.81,1.60%,369108
3145,"HLT",26669.73,,0.30%,-7.00%,17.30%,2.00,2.00,,,33.60%,8.70%,0.70%,8/6/2020 8:30:00 AM,91.18,-3.03%,2409708
3146,"HLX",469.83,,1.20%,1.80%,2.90%,1.70,1.70,0.18,0.23,14.80%,4.90%,4.00%,7/22/2020 4:30:00 PM,3.09,0.00%,3068661
3147,"HMC",45383.47,1.64%,1.00%,2.50%,2.20%,1.30,1.00,0.58,1.04,19.90%,2.00%,1.60%,8/5/2020 8:30:00 AM,24.93,-0.16%,492694
3148,"HMHC",278.66,,-18.10%,-105.60%,-13.70%,1.10,0.70,3.34,3.97,39.00%,-31.70%,-35.20%,8/6/2020 8:30:00 AM,2.06,-3.96%,1879119
3149,"HMI",852.63,,8.90%,17.90%,21.00%,1.80,1.50,0.00,0.34,23.70%,7.50%,7.10%,8/18/2020 8:30:00 AM,14.02,0.86%,247660
3150,"HMLP",376.47,14.89%,4.30%,13.30%,10.30%,0.80,0.80,1.25,1.39,81.50%,63.00%,29.40%,8/20/2020 8:30:00 AM,11.56,-2.20%,127517
3151,"HMN",1423.97,3.52%,0.90%,6.90%,10.00%,,,0.18,0.27,,11.10%,8.30%,8/6/2020 4:30:00 PM,34.99,2.76%,283148
3152,"HMNF",67.19,,0.90%,7.80%,28.60%,,,0.00,0.00,,87.20%,23.40%,,13.93,-0.07%,5977
3153,"HMOP",,2.57%,,,,,,,,,,,,41.27,-0.09%,4384
3154,"HMST",612.93,2.20%,0.70%,7.40%,19.40%,,,0.09,0.18,,73.00%,19.40%,7/30/2020 4:30:00 PM,27.21,-0.29%,158635
3155,"HMSY",2261.70,,4.70%,6.70%,7.80%,4.60,4.60,0.27,0.00,33.10%,10.70%,9.30%,8/7/2020 8:30:00 AM,25.70,0.67%,540968
3156,"HMTV",350.55,,-3.20%,-7.00%,8.60%,4.30,4.30,0.94,0.95,68.30%,22.10%,-10.80%,8/10/2020 8:30:00 AM,8.76,0.81%,21727
3157,"HMY",3921.70,,-3.50%,-5.50%,-8.20%,1.40,0.80,0.23,0.23,11.00%,-3.40%,-4.70%,9/15/2020 8:30:00 AM,5.77,-5.56%,9102048
3158,"HNDL",,7.02%,,,,,,,,,,,,24.69,-0.31%,32529
3159,"HNGR",717.14,,4.60%,,12.30%,1.50,1.20,24.83,26.15,68.00%,7.10%,3.80%,8/5/2020 4:30:00 PM,18.25,0.50%,87889
3160,"HNI",1305.95,4.00%,5.90%,14.60%,15.60%,1.20,0.80,0.33,0.34,37.50%,5.40%,3.90%,7/22/2020 4:30:00 PM,33.15,8.62%,316745
3161,"HNNA",68.15,5.94%,8.70%,11.50%,12.70%,2.60,2.60,0.00,0.00,77.50%,34.60%,24.30%,,9.32,0.65%,2674
3162,"HNP",11176.34,4.94%,0.40%,1.50%,3.00%,0.50,0.40,1.14,1.87,96.90%,8.50%,1.00%,,15.88,3.25%,4691
3163,"HNRG",22.71,,-15.00%,-32.20%,-12.00%,1.10,0.40,0.67,0.87,21.40%,-28.50%,-23.80%,8/3/2020 4:30:00 PM,0.78,4.77%,153728
3164,"HNW",113.16,9.06%,,,,,,,,,,,,13.48,-0.74%,14607
3165,"HOFT",338.28,2.31%,-4.90%,-7.10%,5.90%,3.10,2.20,0.00,0.11,18.90%,-4.30%,-3.30%,9/3/2020 8:30:00 AM,27.00,-2.39%,79863
3166,"HOFV",116.03,,,,,0.20,0.20,0.05,0.00,,,,8/10/2020 4:30:00 PM,3.65,0.00%,281769
3167,"HOG",4121.73,0.30%,0.70%,4.50%,4.60%,1.50,1.40,4.00,6.30,34.20%,2.70%,1.70%,7/28/2020 8:30:00 AM,25.77,-2.53%,3417593
3168,"HOLD",,2.05%,,,,,,,,,,,,98.85,0.04%,1
3169,"HOLI",669.53,1.88%,6.00%,8.20%,5.70%,3.60,3.40,0.02,0.02,37.90%,14.90%,15.80%,8/13/2020 4:30:00 PM,11.09,-0.72%,253978
3170,"HOLX",15201.01,,7.50%,22.80%,-1.30%,1.50,1.20,1.22,1.47,53.90%,11.70%,15.10%,7/29/2020 4:30:00 PM,63.22,4.03%,2869043
3171,"HOMB",2638.29,3.25%,1.30%,8.50%,16.20%,,,0.15,0.15,,80.00%,29.90%,7/16/2020 8:30:00 AM,15.92,-0.56%,651426
3172,"HOME",991.68,,-19.50%,-99.90%,-15.40%,1.20,0.20,1.05,1.07,29.00%,-31.90%,-35.80%,9/1/2020 4:30:00 PM,15.19,1.06%,1766181
3173,"HOMZ",,1.88%,,,,,,,,,,,,29.58,-0.93%,72759
3174,"HON",117740.30,2.12%,9.80%,32.30%,17.20%,1.60,1.40,0.97,1.22,32.90%,20.00%,16.90%,7/24/2020 8:30:00 AM,170.34,0.20%,2045856
3175,"HONE",503.80,1.39%,0.50%,3.10%,14.30%,,,0.05,0.05,,68.10%,11.90%,7/23/2020 8:30:00 AM,8.57,-0.81%,124938
3176,"HOOK",285.97,,-28.10%,-34.70%,-41.50%,6.30,6.30,0.04,0.04,,,,8/13/2020 8:30:00 AM,11.12,0.09%,62197
3177,"HOPE",979.80,7.05%,0.90%,6.80%,17.30%,,,0.15,0.15,,70.10%,21.30%,7/21/2020 4:30:00 PM,7.87,-0.88%,826706
3178,"HOTH",30.05,,-199.20%,-216.30%,,11.90,11.90,0.00,0.00,,,,,2.41,2.99%,387875
3179,"HOV",168.75,,0.50%,-1.40%,5.20%,,,,,16.50%,5.60%,0.40%,9/3/2020 8:30:00 AM,31.01,-2.24%,68698
3180,"HOVNP",,,,,,,,,,,,,,6.23,0.00%,0
3181,"HP",1740.54,6.01%,-7.30%,-10.70%,0.90%,4.10,3.60,0.14,0.14,34.70%,-22.20%,-17.90%,7/29/2020 8:30:00 AM,16.55,-0.54%,1178879
3182,"HPE",12155.69,5.07%,0.00%,0.00%,5.30%,1.00,0.80,0.85,1.20,32.10%,0.70%,0.00%,8/25/2020 4:30:00 PM,9.64,1.80%,8888785
3183,"HPF",393.66,8.03%,,,,,,,,,,,,18.35,-0.49%,46844
3184,"HPI",516.64,7.48%,,,,,,,,,,,,19.63,-0.76%,31525
3185,"HPP",3755.61,4.08%,1.10%,2.60%,1.70%,,,0.96,0.96,63.10%,19.20%,10.40%,7/29/2020 4:30:00 PM,23.65,-3.47%,999206
3186,"HPQ",26272.60,3.61%,7.70%,-184.60%,112.30%,0.80,0.60,,,18.80%,5.90%,4.50%,8/27/2020 4:30:00 PM,19.15,-1.34%,7071248
3187,"HPR",67.89,,-70.00%,-196.20%,1.20%,1.20,1.20,361.23,0.00,83.20%,,,8/3/2020 4:30:00 PM,0.30,-3.03%,4028847
3188,"HPS",521.51,8.01%,,,,,,,,,,,,16.38,-0.55%,37644
3189,"HQH",900.87,9.37%,,,,,,,,,,,,20.83,-0.38%,97825
3190,"HQI",93.03,2.86%,-6.00%,-9.70%,-2.20%,3.40,3.40,0.00,0.00,,-0.40%,-16.80%,8/11/2020 4:30:00 PM,7.00,0.00%,22415
3191,"HQL",419.15,9.19%,,,,,,,,,,,,17.68,-0.90%,117161
3192,"HQY",4201.22,,-0.80%,-1.80%,1.50%,2.50,,0.71,0.75,57.90%,2.10%,-2.70%,9/8/2020 4:30:00 PM,50.50,-1.10%,600484
3193,"HR",4075.61,4.07%,3.00%,5.70%,2.10%,,,0.82,0.82,61.40%,15.80%,22.00%,8/5/2020 4:30:00 PM,28.93,-1.87%,490197
3194,"HRB",2818.53,6.98%,5.70%,-496.60%,2.40%,3.90,3.90,25.84,25.84,41.80%,13.80%,7.50%,9/1/2020 4:30:00 PM,14.99,0.67%,5173130
3195,"HRC",5668.43,1.04%,4.40%,13.00%,6.40%,1.50,1.20,1.08,1.23,50.80%,12.70%,7.00%,7/31/2020 8:30:00 AM,83.25,-1.47%,414358
3196,"HRI",1216.29,,1.10%,6.90%,8.00%,1.20,,3.05,3.08,54.80%,11.70%,2.30%,7/23/2020 8:30:00 AM,42.00,0.38%,87744
3197,"HRL",26624.87,1.88%,10.80%,15.20%,15.60%,2.40,1.70,0.17,0.21,19.20%,11.80%,9.60%,8/25/2020 8:30:00 AM,49.49,0.08%,1003795
3198,"HRMY",2336.18,,,,44.90%,4.70,4.60,,,82.00%,,,,34.52,-5.37%,206655
3199,"HROW",154.56,,-41.80%,-106.20%,-11.50%,2.30,2.00,0.90,1.11,68.00%,-16.00%,-48.50%,8/10/2020 4:30:00 PM,6.25,1.30%,51188
3200,"HRTG",332.38,2.04%,1.70%,7.20%,6.40%,,,0.27,0.27,,10.10%,6.10%,8/3/2020 4:30:00 PM,11.74,-0.25%,61760
3201,"HRTX",1454.82,,-43.60%,-57.50%,-51.50%,4.20,3.80,0.00,0.02,59.40%,,,,16.23,1.56%,752721
3202,"HRZN",210.46,9.86%,,,,,,,,,,,7/28/2020 4:30:00 PM,12.13,-0.33%,99152
3203,"HSAQ",196.25,,,,,,,,,,,,,11.10,0.91%,24985
3204,"HSBC",84793.65,,,,3.70%,,,0.81,0.81,,,,,20.15,-1.18%,2205753
3205,"HSC",1173.24,,18.20%,64.60%,5.60%,1.60,1.20,1.74,1.74,21.70%,4.30%,27.80%,8/5/2020 8:30:00 AM,15.37,5.56%,499416
3206,"HSCZ",,3.82%,,,,,,,,,,,,29.13,0.21%,6558
3207,"HSDT",19.33,,-78.40%,-119.80%,-413.70%,2.20,2.00,0.00,0.00,12.50%,,,8/12/2020 4:30:00 PM,0.42,-2.45%,130686
3208,"HSIC",9070.17,,8.10%,20.00%,14.90%,1.50,0.90,0.17,0.38,29.80%,5.90%,6.30%,8/4/2020 8:30:00 AM,62.85,-2.03%,1191075
3209,"HSII",429.71,2.70%,0.40%,1.10%,13.30%,2.10,2.10,0.35,0.35,97.90%,3.30%,0.50%,7/27/2020 4:30:00 PM,21.90,-1.48%,75911
3210,"HSKA",948.53,,-4.60%,-6.40%,0.90%,4.80,3.60,0.19,0.19,43.00%,-5.70%,-9.70%,8/4/2020 8:30:00 AM,96.71,-1.41%,33831
3211,"HSON",26.06,,1.30%,1.70%,-3.10%,4.10,4.10,0.02,0.04,41.30%,-0.30%,0.60%,8/5/2020 8:30:00 AM,9.64,0.63%,3351
3212,"HSRT",,3.43%,,,,,,,,,,,,41.11,0.10%,1646
3213,"HST",8711.78,,0.70%,1.30%,6.40%,,,0.68,0.68,,-3.10%,2.50%,7/30/2020 4:30:00 PM,11.65,-3.40%,7255840
3214,"HSTM",634.50,,3.70%,5.30%,3.20%,2.10,2.10,0.00,0.00,62.20%,7.60%,7.30%,7/27/2020 4:30:00 PM,20.08,0.10%,109302
3215,"HSTO",21.79,,-85.10%,-104.20%,-59.40%,3.00,2.90,0.05,0.05,93.00%,,,,1.74,1.75%,223785
3216,"HSY",29714.79,2.25%,12.50%,62.00%,21.80%,1.30,0.90,2.33,2.90,44.20%,18.30%,13.50%,7/23/2020 8:30:00 AM,140.53,-1.86%,710002
3217,"HT",256.69,,-5.30%,-14.40%,2.40%,,,1.69,1.69,23.20%,-9.10%,-29.50%,8/5/2020 4:30:00 PM,6.31,-1.25%,299962
3218,"HTA",5904.94,4.75%,0.50%,1.00%,2.00%,,,0.86,0.86,69.30%,17.50%,4.40%,8/6/2020 4:30:00 PM,25.74,-2.94%,1447777
3219,"HTAB",,1.75%,,,,,,,,,,,,21.72,0.00%,0
3220,"HTBI",254.78,1.90%,1.00%,8.40%,,,,0.00,0.00,,74.50%,23.90%,,14.57,-0.95%,22060
3221,"HTBK",406.01,7.69%,0.70%,5.60%,18.70%,,,0.07,0.07,,91.50%,19.10%,,6.71,-0.74%,89034
3222,"HTBX",210.64,,-55.40%,-77.30%,-151.80%,7.70,7.70,0.00,0.01,,,,,1.39,0.72%,40833499
3223,"HTD",681.47,,,,,,,,,,,,,19.21,-0.21%,69575
3224,"HTEC",,,,,,,,,,,,,,34.25,-0.38%,31893
3225,"HTGC",1341.06,10.90%,,,,,,,,,,,7/30/2020 4:30:00 PM,11.56,-1.53%,501641
3226,"HTGM",25.02,,-45.80%,-87.60%,-48.00%,7.40,7.10,0.81,0.91,55.90%,,,8/11/2020 4:30:00 PM,0.34,1.85%,2057397
3227,"HTH",1755.78,1.87%,2.00%,14.30%,14.90%,,,0.23,0.23,,55.80%,51.60%,7/30/2020 4:30:00 PM,19.27,-0.10%,165143
3228,"HTHT",12999.85,0.80%,-3.00%,-26.40%,6.10%,0.60,0.60,2.42,3.65,59.40%,-2.60%,-16.40%,09/14/2020,41.86,-2.08%,1936999
3229,"HTLD",1611.12,0.41%,7.10%,9.60%,10.20%,2.40,2.40,0.00,0.00,,13.50%,10.20%,,19.78,0.30%,278860
3230,"HTLF",1209.51,2.46%,0.90%,7.70%,20.60%,,,0.19,0.19,,75.70%,23.10%,7/27/2020 4:30:00 PM,32.39,-0.46%,119860
3231,"HTRB",,3.24%,,,,,,,,,,,,41.65,0.03%,13885
3232,"HTUS",,1.01%,,,,,,,,,,,,26.41,-1.07%,725
3233,"HTY",58.06,12.03%,,,,,,,,,,,,5.23,-1.69%,66903
3234,"HTZ",213.88,,-4.70%,-82.70%,4.00%,,,23.22,23.22,39.70%,-7.40%,-14.60%,,1.38,3.38%,17573106
3235,"HUBB",7748.36,2.54%,7.90%,20.40%,14.10%,2.00,1.40,0.82,0.90,30.00%,13.70%,9.10%,7/30/2020 8:30:00 AM,143.16,-0.01%,292752
3236,"HUBG",1738.46,,4.00%,7.50%,8.50%,1.30,1.30,0.15,0.24,13.80%,3.40%,2.30%,7/30/2020 4:30:00 PM,51.89,0.29%,174372
3237,"HUBS",12896.25,,-4.50%,-10.90%,-5.00%,3.90,3.90,0.65,0.00,80.80%,-6.60%,-9.50%,8/5/2020 4:30:00 PM,270.11,-2.54%,407173
3238,"HUD",704.39,,0.50%,2.30%,5.40%,1.00,0.60,3.23,3.80,63.80%,10.50%,0.90%,8/3/2020 8:30:00 AM,7.63,0.13%,850507
3239,"HUGE",,,,,,,,,,,,,,2.83,1.07%,60651
3240,"HUIZ",449.02,,-3.40%,-24.30%,-0.60%,2.40,2.40,0.00,0.16,37.70%,-0.60%,-2.20%,8/20/2020 8:30:00 AM,8.70,0.46%,943
3241,"HUM",53064.34,0.63%,10.70%,27.80%,13.50%,,,0.42,0.56,,6.70%,5.00%,8/5/2020 8:30:00 AM,397.36,-0.43%,469452
3242,"HUN",5016.95,2.84%,11.80%,34.00%,9.60%,1.50,1.10,0.48,0.69,17.90%,3.00%,15.80%,7/28/2020 8:30:00 AM,24.02,5.12%,3409197
3243,"HURC",195.39,1.75%,-0.20%,-0.20%,7.00%,4.90,1.90,0.00,0.00,23.20%,-1.00%,-0.30%,9/4/2020 8:30:00 AM,29.25,-1.35%,9638
3244,"HURN",895.33,,-0.10%,-0.10%,6.70%,2.00,2.00,0.62,0.62,29.60%,0.90%,-0.10%,7/30/2020 4:30:00 PM,39.54,0.38%,107601
3245,"HUSA",7.30,,-36.80%,-40.60%,-36.50%,9.70,9.70,0.00,0.00,18.00%,,,,1.00,1.11%,208948
3246,"HUSN",13.48,,-151.10%,-161.10%,,2.70,2.70,0.00,0.00,100.00%,,,,0.40,-2.79%,122980
3247,"HUSV",,1.60%,,,,,,,,,,,,27.43,-0.56%,161202
3248,"HUYA",6018.44,,5.90%,7.60%,1.90%,4.50,4.50,0.00,0.00,19.50%,5.10%,6.90%,8/11/2020 8:30:00 AM,27.56,1.14%,1344053
3249,"HVT",398.22,3.66%,4.70%,10.60%,7.90%,1.80,1.10,0.00,0.00,54.30%,5.10%,3.90%,8/10/2020 4:30:00 PM,22.11,1.05%,83564
3250,"HWBK",123.00,2.52%,0.80%,10.40%,26.60%,,,0.41,0.41,,77.90%,19.10%,07/30/2020,19.05,0.05%,5275
3251,"HWC",1720.23,5.38%,-0.20%,-2.10%,21.10%,,,0.12,0.12,,81.20%,-6.40%,7/21/2020 4:30:00 PM,20.07,-0.02%,398643
3252,"HWCC",47.05,,-1.30%,-2.90%,3.00%,5.80,2.00,0.79,0.00,22.60%,-0.20%,-0.90%,8/6/2020 4:30:00 PM,2.78,-2.80%,2370
3253,"HWKN",534.54,1.88%,7.70%,12.90%,10.60%,2.50,1.40,0.23,0.27,19.20%,8.10%,5.70%,7/28/2020 8:30:00 AM,49.46,-0.16%,20753
3254,"HWM",7813.42,,3.20%,12.00%,8.90%,2.20,1.20,1.38,1.50,23.10%,10.90%,5.30%,8/6/2020 8:30:00 AM,18.50,-1.49%,3405200
3255,"HX",28.31,,-53.60%,-73.10%,-106.90%,4.90,4.90,0.42,0.00,,,,,1.65,1.23%,21928
3256,"HXL",3257.05,,6.00%,13.60%,13.90%,3.90,2.40,0.88,0.88,24.30%,13.60%,9.50%,7/27/2020 4:30:00 PM,39.46,-2.16%,767492
3257,"HY",670.34,3.16%,1.90%,6.70%,5.10%,1.40,0.70,0.40,0.64,17.00%,1.90%,1.20%,8/4/2020 4:30:00 PM,40.42,0.70%,54757
3258,"HYAC",504.50,,0.90%,74.40%,,4.30,4.30,0.00,0.00,,,,,10.03,-0.59%,53391
3259,"HYB",196.77,,,,,,,,,,,,,8.44,0.24%,55081
3260,"HYD",,4.40%,,,,,,,,,,,,59.61,0.18%,482405
